row_id,week_date,month,sku,category,region,channel,promo_type,discount_pct,baseline_units,actual_units_sold,selling_price,revenue,promo_cost,incremental_units,incremental_revenue,is_promo
2444,2023-12-25,12,Orange Juice 1L,Juices,West India,E-Commerce,BOGO (Buy One Get One),50,1438.8,3349,40.0,133960.0,133960.0,1910.21,18856.6,1
2445,2023-01-02,1,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,828.5,828,80.0,66240.0,0,0,0,0
2446,2023-01-09,1,Orange Juice 1L,Juices,West India,Kirana,Medium Discount (20%),20,1043.5,1631,64.0,104384.0,26096.0,587.53,20906.47,1
2447,2023-01-16,1,Orange Juice 1L,Juices,West India,Kirana,BOGO (Buy One Get One),50,986.6,2317,40.0,92680.0,92680.0,1330.44,13755.5,1
2448,2023-01-23,1,Orange Juice 1L,Juices,West India,Kirana,Deep Discount (30%),30,1011.6,1812,56.0,101472.0,43488.0,800.36,20541.04,1
2449,2023-01-30,1,Orange Juice 1L,Juices,West India,Kirana,Display + Discount,15,839.9,1699,68.0,115532.0,20388.0,859.15,48343.91,1
2450,2023-02-06,2,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,1024.3,1024,80.0,81920.0,0,0,0,0
2451,2023-02-13,2,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,952.7,952,80.0,76160.0,0,0,0,0
2452,2023-02-20,2,Orange Juice 1L,Juices,West India,Kirana,BOGO (Buy One Get One),50,913.2,2129,40.0,85160.0,85160.0,1215.76,12101.06,1
2453,2023-02-27,2,Orange Juice 1L,Juices,West India,Kirana,Medium Discount (20%),20,961.5,1488,64.0,95232.0,23808.0,526.51,18313.18,1
2454,2023-03-06,3,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,1014.3,1014,80.0,81120.0,0,0,0,0
2455,2023-03-13,3,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,1052.2,1052,80.0,84160.0,0,0,0,0
2456,2023-03-20,3,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,885.8,885,80.0,70800.0,0,0,0,0
2457,2023-03-27,3,Orange Juice 1L,Juices,West India,Kirana,Medium Discount (20%),20,863.1,1353,64.0,86592.0,21648.0,489.9,17543.95,1
2458,2023-04-03,4,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,975.5,975,80.0,78000.0,0,0,0,0
2459,2023-04-10,4,Orange Juice 1L,Juices,West India,Kirana,Light Discount (10%),10,917.6,1187,72.0,85464.0,9496.0,269.44,12059.39,1
2460,2023-04-17,4,Orange Juice 1L,Juices,West India,Kirana,Medium Discount (20%),20,1021.5,1473,64.0,94272.0,23568.0,451.52,12553.58,1
2461,2023-04-24,4,Orange Juice 1L,Juices,West India,Kirana,Display + Discount,15,918.7,1844,68.0,125392.0,22128.0,925.26,51892.55,1
2462,2023-05-01,5,Orange Juice 1L,Juices,West India,Kirana,Deep Discount (30%),30,1160.6,2040,56.0,114240.0,48960.0,879.35,21388.39,1
2463,2023-05-08,5,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,1031.0,1030,80.0,82400.0,0,0,0,0
2464,2023-05-15,5,Orange Juice 1L,Juices,West India,Kirana,Display + Discount,15,1207.7,2529,68.0,171972.0,30348.0,1321.31,75357.11,1
2465,2023-05-22,5,Orange Juice 1L,Juices,West India,Kirana,Light Discount (10%),10,1183.3,1516,72.0,109152.0,12128.0,332.69,14487.15,1
2466,2023-05-29,5,Orange Juice 1L,Juices,West India,Kirana,Display + Discount,15,1159.9,2173,68.0,147764.0,26076.0,1013.09,54970.94,1
2467,2023-06-05,6,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,1221.1,1221,80.0,97680.0,0,0,0,0
2468,2023-06-12,6,Orange Juice 1L,Juices,West India,Kirana,Light Discount (10%),10,1302.0,1633,72.0,117576.0,13064.0,331.0,13415.94,1
2469,2023-06-19,6,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,1093.2,1093,80.0,87440.0,0,0,0,0
2470,2023-06-26,6,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,1146.1,1146,80.0,91680.0,0,0,0,0
2471,2023-07-03,7,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,1174.2,1174,80.0,93920.0,0,0,0,0
2472,2023-07-10,7,Orange Juice 1L,Juices,West India,Kirana,Display + Discount,15,1262.0,2362,68.0,160616.0,28344.0,1099.97,59653.74,1
2473,2023-07-17,7,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,1325.1,1325,80.0,106000.0,0,0,0,0
2474,2023-07-24,7,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,1222.0,1221,80.0,97680.0,0,0,0,0
2475,2023-07-31,7,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,1227.2,1227,80.0,98160.0,0,0,0,0
2476,2023-08-07,8,Orange Juice 1L,Juices,West India,Kirana,Medium Discount (20%),20,1243.8,1864,64.0,119296.0,29824.0,620.22,19793.54,1
2477,2023-08-14,8,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,1317.0,1316,80.0,105280.0,0,0,0,0
2478,2023-08-21,8,Orange Juice 1L,Juices,West India,Kirana,Medium Discount (20%),20,1259.7,1796,64.0,114944.0,28736.0,536.29,14167.1,1
2479,2023-08-28,8,Orange Juice 1L,Juices,West India,Kirana,Deep Discount (30%),30,1042.0,1850,56.0,103600.0,44400.0,808.04,20243.57,1
2480,2023-09-04,9,Orange Juice 1L,Juices,West India,Kirana,Light Discount (10%),10,1132.1,1394,72.0,100368.0,11152.0,261.85,9796.34,1
2481,2023-09-11,9,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,1142.2,1142,80.0,91360.0,0,0,0,0
2482,2023-09-18,9,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,975.2,975,80.0,78000.0,0,0,0,0
2483,2023-09-25,9,Orange Juice 1L,Juices,West India,Kirana,Medium Discount (20%),20,1106.2,1844,64.0,118016.0,29504.0,737.84,29523.26,1
2484,2023-10-02,10,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,937.2,937,80.0,74960.0,0,0,0,0
2485,2023-10-09,10,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,1067.5,1067,80.0,85360.0,0,0,0,0
2486,2023-10-16,10,Orange Juice 1L,Juices,West India,Kirana,Light Discount (10%),10,1094.1,1365,72.0,98280.0,10920.0,270.86,10748.42,1
2487,2023-10-23,10,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,1091.5,1091,80.0,87280.0,0,0,0,0
2488,2023-10-30,10,Orange Juice 1L,Juices,West India,Kirana,Light Discount (10%),10,1035.0,1344,72.0,96768.0,10752.0,309.0,13967.84,1
2489,2023-11-06,11,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,1280.8,1280,80.0,102400.0,0,0,0,0
2490,2023-11-13,11,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,1203.6,1203,80.0,96240.0,0,0,0,0
2491,2023-11-20,11,Orange Juice 1L,Juices,West India,Kirana,Medium Discount (20%),20,1188.8,1766,64.0,113024.0,28256.0,577.21,17921.09,1
2492,2023-11-27,11,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,1514.9,1514,80.0,121120.0,0,0,0,0
2493,2023-12-04,12,Orange Juice 1L,Juices,West India,Kirana,Light Discount (10%),10,1479.0,1895,72.0,136440.0,15160.0,415.99,18119.54,1
2494,2023-12-11,12,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,1550.6,1550,80.0,124000.0,0,0,0,0
2495,2023-12-18,12,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,1431.5,1431,80.0,114480.0,0,0,0,0
2496,2023-12-25,12,Orange Juice 1L,Juices,West India,Kirana,No Promotion,0,1592.1,1592,80.0,127360.0,0,0,0,0
2497,2023-01-02,1,Mineral Water 1L,Water,North India,Modern Trade,Light Discount (10%),10,2047.5,2531,22.5,56947.5,6327.5,483.54,5761.11,1
2498,2023-01-09,1,Mineral Water 1L,Water,North India,Modern Trade,No Promotion,0,1852.2,1852,25.0,46300.0,0,0,0,0
2499,2023-01-16,1,Mineral Water 1L,Water,North India,Modern Trade,No Promotion,0,2306.4,2306,25.0,57650.0,0,0,0,0
2500,2023-01-23,1,Mineral Water 1L,Water,North India,Modern Trade,No Promotion,0,2026.0,2026,25.0,50650.0,0,0,0,0
2501,2023-01-30,1,Mineral Water 1L,Water,North India,Modern Trade,No Promotion,0,2040.0,2040,25.0,51000.0,0,0,0,0
2502,2023-02-06,2,Mineral Water 1L,Water,North India,Modern Trade,BOGO (Buy One Get One),50,1871.0,4036,12.5,50450.0,50450.0,2165.01,3675.14,1
2503,2023-02-13,2,Mineral Water 1L,Water,North India,Modern Trade,Medium Discount (20%),20,2079.3,3250,20.0,65000.0,16250.0,1170.67,13016.84,1
2504,2023-02-20,2,Mineral Water 1L,Water,North India,Modern Trade,No Promotion,0,2062.8,2062,25.0,51550.0,0,0,0,0
2505,2023-02-27,2,Mineral Water 1L,Water,North India,Modern Trade,No Promotion,0,1958.3,1958,25.0,48950.0,0,0,0,0
2506,2023-03-06,3,Mineral Water 1L,Water,North India,Modern Trade,Medium Discount (20%),20,2479.1,3978,20.0,79560.0,19890.0,1498.9,17582.47,1
2507,2023-03-13,3,Mineral Water 1L,Water,North India,Modern Trade,No Promotion,0,2291.5,2291,25.0,57275.0,0,0,0,0
2508,2023-03-20,3,Mineral Water 1L,Water,North India,Modern Trade,Deep Discount (30%),30,1983.5,3501,17.5,61267.5,26257.5,1517.47,11679.27,1
2509,2023-03-27,3,Mineral Water 1L,Water,North India,Modern Trade,No Promotion,0,2113.8,2113,25.0,52825.0,0,0,0,0
2510,2023-04-03,4,Mineral Water 1L,Water,North India,Modern Trade,No Promotion,0,2385.3,2385,25.0,59625.0,0,0,0,0
2511,2023-04-10,4,Mineral Water 1L,Water,North India,Modern Trade,Deep Discount (30%),30,2730.1,4875,17.5,85312.5,36562.5,2144.89,17059.83,1
2512,2023-04-17,4,Mineral Water 1L,Water,North India,Modern Trade,No Promotion,0,2719.8,2719,25.0,67975.0,0,0,0,0
2513,2023-04-24,4,Mineral Water 1L,Water,North India,Modern Trade,Light Discount (10%),10,2731.8,3470,22.5,78075.0,8675.0,738.25,9781.14,1
2514,2023-05-01,5,Mineral Water 1L,Water,North India,Modern Trade,Light Discount (10%),10,2569.2,3054,22.5,68715.0,7635.0,484.76,4484.06,1
2515,2023-05-08,5,Mineral Water 1L,Water,North India,Modern Trade,Light Discount (10%),10,2921.5,3549,22.5,79852.5,8872.5,627.45,6813.84,1
2516,2023-05-15,5,Mineral Water 1L,Water,North India,Modern Trade,Light Discount (10%),10,2754.7,3657,22.5,82282.5,9142.5,902.31,13415.28,1
2517,2023-05-22,5,Mineral Water 1L,Water,North India,Modern Trade,BOGO (Buy One Get One),50,2568.4,6331,12.5,79137.5,79137.5,3762.64,14928.56,1
2518,2023-05-29,5,Mineral Water 1L,Water,North India,Modern Trade,Medium Discount (20%),20,2335.5,3594,20.0,71880.0,17970.0,1258.48,13491.91,1
2519,2023-06-05,6,Mineral Water 1L,Water,North India,Modern Trade,Medium Discount (20%),20,2933.4,4208,20.0,84160.0,21040.0,1274.57,10824.27,1
2520,2023-06-12,6,Mineral Water 1L,Water,North India,Modern Trade,BOGO (Buy One Get One),50,3032.2,7515,12.5,93937.5,93937.5,4482.84,18133.59,1
2521,2023-06-19,6,Mineral Water 1L,Water,North India,Modern Trade,No Promotion,0,3109.7,3109,25.0,77725.0,0,0,0,0
2522,2023-06-26,6,Mineral Water 1L,Water,North India,Modern Trade,Medium Discount (20%),20,2868.3,4619,20.0,92380.0,23095.0,1750.67,20671.72,1
2523,2023-07-03,7,Mineral Water 1L,Water,North India,Modern Trade,No Promotion,0,3030.0,3029,25.0,75725.0,0,0,0,0
2524,2023-07-10,7,Mineral Water 1L,Water,North India,Modern Trade,Medium Discount (20%),20,2750.3,3952,20.0,79040.0,19760.0,1201.74,10283.38,1
2525,2023-07-17,7,Mineral Water 1L,Water,North India,Modern Trade,Light Discount (10%),10,3060.2,3757,22.5,84532.5,9392.5,696.76,8026.61,1
2526,2023-07-24,7,Mineral Water 1L,Water,North India,Modern Trade,No Promotion,0,3193.8,3193,25.0,79825.0,0,0,0,0
2527,2023-07-31,7,Mineral Water 1L,Water,North India,Modern Trade,Deep Discount (30%),30,3037.7,5171,17.5,90492.5,38782.5,2133.29,14549.75,1
2528,2023-08-07,8,Mineral Water 1L,Water,North India,Modern Trade,Medium Discount (20%),20,2887.8,4569,20.0,91380.0,22845.0,1681.21,19185.33,1
2529,2023-08-14,8,Mineral Water 1L,Water,North India,Modern Trade,No Promotion,0,2762.0,2761,25.0,69025.0,0,0,0,0
2530,2023-08-21,8,Mineral Water 1L,Water,North India,Modern Trade,No Promotion,0,2327.2,2327,25.0,58175.0,0,0,0,0
2531,2023-08-28,8,Mineral Water 1L,Water,North India,Modern Trade,No Promotion,0,2595.3,2595,25.0,64875.0,0,0,0,0
2532,2023-09-04,9,Mineral Water 1L,Water,North India,Modern Trade,Medium Discount (20%),20,2189.9,3552,20.0,71040.0,17760.0,1362.08,16291.96,1
2533,2023-09-11,9,Mineral Water 1L,Water,North India,Modern Trade,No Promotion,0,2555.5,2555,25.0,63875.0,0,0,0,0
2534,2023-09-18,9,Mineral Water 1L,Water,North India,Modern Trade,No Promotion,0,2641.9,2641,25.0,66025.0,0,0,0,0
2535,2023-09-25,9,Mineral Water 1L,Water,North India,Modern Trade,Light Discount (10%),10,2466.2,3015,22.5,67837.5,7537.5,548.78,6181.93,1
2536,2023-10-02,10,Mineral Water 1L,Water,North India,Modern Trade,Display + Discount,15,2641.2,5032,21.25,106930.0,18870.0,2390.83,40900.74,1
2537,2023-10-09,10,Mineral Water 1L,Water,North India,Modern Trade,Deep Discount (30%),30,2424.2,4589,17.5,80307.5,34417.5,2164.85,19703.68,1
2538,2023-10-16,10,Mineral Water 1L,Water,North India,Modern Trade,Light Discount (10%),10,2102.3,2631,22.5,59197.5,6577.5,528.66,6638.92,1
2539,2023-10-23,10,Mineral Water 1L,Water,North India,Modern Trade,No Promotion,0,2105.9,2105,25.0,52625.0,0,0,0,0
2540,2023-10-30,10,Mineral Water 1L,Water,North India,Modern Trade,BOGO (Buy One Get One),50,2680.9,6300,12.5,78750.0,78750.0,3619.07,11726.73,1
2541,2023-11-06,11,Mineral Water 1L,Water,North India,Modern Trade,No Promotion,0,3501.1,3501,25.0,87525.0,0,0,0,0
2542,2023-11-13,11,Mineral Water 1L,Water,North India,Modern Trade,No Promotion,0,3094.2,3094,25.0,77350.0,0,0,0,0
2543,2023-11-20,11,Mineral Water 1L,Water,North India,Modern Trade,BOGO (Buy One Get One),50,3484.6,7661,12.5,95762.5,95762.5,4176.4,8647.58,1
2544,2023-11-27,11,Mineral Water 1L,Water,North India,Modern Trade,Medium Discount (20%),20,3242.1,5392,20.0,107840.0,26960.0,2149.94,26788.62,1
2545,2023-12-04,12,Mineral Water 1L,Water,North India,Modern Trade,No Promotion,0,4063.4,4063,25.0,101575.0,0,0,0,0
2546,2023-12-11,12,Mineral Water 1L,Water,North India,Modern Trade,No Promotion,0,3933.5,3933,25.0,98325.0,0,0,0,0
2547,2023-12-18,12,Mineral Water 1L,Water,North India,Modern Trade,No Promotion,0,3676.3,3676,25.0,91900.0,0,0,0,0
2548,2023-12-25,12,Mineral Water 1L,Water,North India,Modern Trade,No Promotion,0,3644.9,3644,25.0,91100.0,0,0,0,0
2549,2023-01-02,1,Mineral Water 1L,Water,North India,Quick Commerce,No Promotion,0,1815.5,1815,25.0,45375.0,0,0,0,0
2550,2023-01-09,1,Mineral Water 1L,Water,North India,Quick Commerce,Light Discount (10%),10,1806.1,2237,22.5,50332.5,5592.5,430.88,5179.53,1
2551,2023-01-16,1,Mineral Water 1L,Water,North India,Quick Commerce,No Promotion,0,1872.3,1872,25.0,46800.0,0,0,0,0
2552,2023-01-23,1,Mineral Water 1L,Water,North India,Quick Commerce,Light Discount (10%),10,1821.5,2337,22.5,52582.5,5842.5,515.54,7045.88,1
2553,2023-01-30,1,Mineral Water 1L,Water,North India,Quick Commerce,Light Discount (10%),10,1660.9,1927,22.5,43357.5,4817.5,266.1,1834.97,1
2554,2023-02-06,2,Mineral Water 1L,Water,North India,Quick Commerce,Light Discount (10%),10,1701.8,2131,22.5,47947.5,5327.5,429.18,5401.97,1
2555,2023-02-13,2,Mineral Water 1L,Water,North India,Quick Commerce,No Promotion,0,1814.2,1814,25.0,45350.0,0,0,0,0
2556,2023-02-20,2,Mineral Water 1L,Water,North India,Quick Commerce,No Promotion,0,1587.0,1586,25.0,39650.0,0,0,0,0
2557,2023-02-27,2,Mineral Water 1L,Water,North India,Quick Commerce,No Promotion,0,1807.8,1807,25.0,45175.0,0,0,0,0
2558,2023-03-06,3,Mineral Water 1L,Water,North India,Quick Commerce,Medium Discount (20%),20,2182.8,3346,20.0,66920.0,16730.0,1163.24,12351.01,1
2559,2023-03-13,3,Mineral Water 1L,Water,North India,Quick Commerce,No Promotion,0,2036.0,2035,25.0,50875.0,0,0,0,0
2560,2023-03-20,3,Mineral Water 1L,Water,North India,Quick Commerce,No Promotion,0,2178.7,2178,25.0,54450.0,0,0,0,0
2561,2023-03-27,3,Mineral Water 1L,Water,North India,Quick Commerce,BOGO (Buy One Get One),50,2025.7,4897,12.5,61212.5,61212.5,2871.27,10569.24,1
2562,2023-04-03,4,Mineral Water 1L,Water,North India,Quick Commerce,Light Discount (10%),10,1883.6,2498,22.5,56205.0,6245.0,614.43,9115.84,1
2563,2023-04-10,4,Mineral Water 1L,Water,North India,Quick Commerce,Medium Discount (20%),20,2392.3,3584,20.0,71680.0,17920.0,1191.74,11873.53,1
2564,2023-04-17,4,Mineral Water 1L,Water,North India,Quick Commerce,Deep Discount (30%),30,2159.3,4295,17.5,75162.5,32212.5,2135.74,21181.03,1
2565,2023-04-24,4,Mineral Water 1L,Water,North India,Quick Commerce,No Promotion,0,1976.6,1976,25.0,49400.0,0,0,0,0
2566,2023-05-01,5,Mineral Water 1L,Water,North India,Quick Commerce,Display + Discount,15,2126.9,3829,21.25,81366.25,14358.75,1702.14,28194.68,1
2567,2023-05-08,5,Mineral Water 1L,Water,North India,Quick Commerce,No Promotion,0,1917.6,1917,25.0,47925.0,0,0,0,0
2568,2023-05-15,5,Mineral Water 1L,Water,North India,Quick Commerce,No Promotion,0,1989.9,1989,25.0,49725.0,0,0,0,0
2569,2023-05-22,5,Mineral Water 1L,Water,North India,Quick Commerce,No Promotion,0,2430.1,2430,25.0,60750.0,0,0,0,0
2570,2023-05-29,5,Mineral Water 1L,Water,North India,Quick Commerce,No Promotion,0,2099.8,2099,25.0,52475.0,0,0,0,0
2571,2023-06-05,6,Mineral Water 1L,Water,North India,Quick Commerce,No Promotion,0,2725.4,2725,25.0,68125.0,0,0,0,0
2572,2023-06-12,6,Mineral Water 1L,Water,North India,Quick Commerce,No Promotion,0,2278.0,2278,25.0,56950.0,0,0,0,0
2573,2023-06-19,6,Mineral Water 1L,Water,North India,Quick Commerce,No Promotion,0,2719.4,2719,25.0,67975.0,0,0,0,0
2574,2023-06-26,6,Mineral Water 1L,Water,North India,Quick Commerce,No Promotion,0,2553.3,2553,25.0,63825.0,0,0,0,0
2575,2023-07-03,7,Mineral Water 1L,Water,North India,Quick Commerce,Deep Discount (30%),30,2270.0,4055,17.5,70962.5,30412.5,1785.04,14213.54,1
2576,2023-07-10,7,Mineral Water 1L,Water,North India,Quick Commerce,Deep Discount (30%),30,2588.7,4685,17.5,81987.5,35137.5,2096.26,17268.95,1
2577,2023-07-17,7,Mineral Water 1L,Water,North India,Quick Commerce,No Promotion,0,2189.9,2189,25.0,54725.0,0,0,0,0
2578,2023-07-24,7,Mineral Water 1L,Water,North India,Quick Commerce,Deep Discount (30%),30,2587.1,4443,17.5,77752.5,33322.5,1855.94,13075.99,1
2579,2023-07-31,7,Mineral Water 1L,Water,North India,Quick Commerce,No Promotion,0,2749.7,2749,25.0,68725.0,0,0,0,0
2580,2023-08-07,8,Mineral Water 1L,Water,North India,Quick Commerce,Display + Discount,15,2034.7,3671,21.25,78008.75,13766.25,1636.26,27140.37,1
2581,2023-08-14,8,Mineral Water 1L,Water,North India,Quick Commerce,No Promotion,0,2669.9,2669,25.0,66725.0,0,0,0,0
2582,2023-08-21,8,Mineral Water 1L,Water,North India,Quick Commerce,No Promotion,0,2553.4,2553,25.0,63825.0,0,0,0,0
2583,2023-08-28,8,Mineral Water 1L,Water,North India,Quick Commerce,Medium Discount (20%),20,2029.5,3024,20.0,60480.0,15120.0,994.53,9743.26,1
2584,2023-09-04,9,Mineral Water 1L,Water,North India,Quick Commerce,BOGO (Buy One Get One),50,1893.5,4147,12.5,51837.5,51837.5,2253.55,4501.2,1
2585,2023-09-11,9,Mineral Water 1L,Water,North India,Quick Commerce,No Promotion,0,2112.4,2112,25.0,52800.0,0,0,0,0
2586,2023-09-18,9,Mineral Water 1L,Water,North India,Quick Commerce,Light Discount (10%),10,1996.3,2634,22.5,59265.0,6585.0,637.66,9356.54,1
2587,2023-09-25,9,Mineral Water 1L,Water,North India,Quick Commerce,Deep Discount (30%),30,2156.2,3769,17.5,65957.5,28267.5,1612.8,12052.42,1
2588,2023-10-02,10,Mineral Water 1L,Water,North India,Quick Commerce,Light Discount (10%),10,1889.8,2443,22.5,54967.5,6107.5,553.24,7723.48,1
2589,2023-10-09,10,Mineral Water 1L,Water,North India,Quick Commerce,Light Discount (10%),10,2378.3,3209,22.5,72202.5,8022.5,830.71,12745.3,1
2590,2023-10-16,10,Mineral Water 1L,Water,North India,Quick Commerce,No Promotion,0,1974.2,1974,25.0,49350.0,0,0,0,0
2591,2023-10-23,10,Mineral Water 1L,Water,North India,Quick Commerce,Display + Discount,15,1801.5,3748,21.25,79645.0,14055.0,1946.49,34607.36,1
2592,2023-10-30,10,Mineral Water 1L,Water,North India,Quick Commerce,Medium Discount (20%),20,2101.8,3386,20.0,67720.0,16930.0,1284.21,15175.27,1
2593,2023-11-06,11,Mineral Water 1L,Water,North India,Quick Commerce,No Promotion,0,2335.6,2335,25.0,58375.0,0,0,0,0
2594,2023-11-13,11,Mineral Water 1L,Water,North India,Quick Commerce,Display + Discount,15,2643.1,4969,21.25,105591.25,18633.75,2325.85,39512.55,1
2595,2023-11-20,11,Mineral Water 1L,Water,North India,Quick Commerce,Light Discount (10%),10,2400.2,2818,22.5,63405.0,7045.0,417.78,3399.4,1
2596,2023-11-27,11,Mineral Water 1L,Water,North India,Quick Commerce,No Promotion,0,2951.3,2951,25.0,73775.0,0,0,0,0
2597,2023-12-04,12,Mineral Water 1L,Water,North India,Quick Commerce,No Promotion,0,2731.5,2731,25.0,68275.0,0,0,0,0
2598,2023-12-11,12,Mineral Water 1L,Water,North India,Quick Commerce,Light Discount (10%),10,3409.8,4225,22.5,95062.5,10562.5,815.2,9817.45,1
2599,2023-12-18,12,Mineral Water 1L,Water,North India,Quick Commerce,Light Discount (10%),10,3505.6,4098,22.5,92205.0,10245.0,592.38,4564.56,1
2600,2023-12-25,12,Mineral Water 1L,Water,North India,Quick Commerce,Light Discount (10%),10,3015.7,3881,22.5,87322.5,9702.5,865.25,11928.86,1
2601,2023-01-02,1,Mineral Water 1L,Water,North India,E-Commerce,Medium Discount (20%),20,1832.5,2745,20.0,54900.0,13725.0,912.55,9088.73,1
2602,2023-01-09,1,Mineral Water 1L,Water,North India,E-Commerce,Medium Discount (20%),20,1654.7,2739,20.0,54780.0,13695.0,1084.31,13412.63,1
2603,2023-01-16,1,Mineral Water 1L,Water,North India,E-Commerce,Medium Discount (20%),20,1642.0,2670,20.0,53400.0,13350.0,1028.04,12350.93,1
2604,2023-01-23,1,Mineral Water 1L,Water,North India,E-Commerce,No Promotion,0,1562.0,1561,25.0,39025.0,0,0,0,0
2605,2023-01-30,1,Mineral Water 1L,Water,North India,E-Commerce,No Promotion,0,1512.3,1512,25.0,37800.0,0,0,0,0
2606,2023-02-06,2,Mineral Water 1L,Water,North India,E-Commerce,Display + Discount,15,1506.6,2904,21.25,61710.0,10890.0,1397.43,24045.69,1
2607,2023-02-13,2,Mineral Water 1L,Water,North India,E-Commerce,No Promotion,0,1420.2,1420,25.0,35500.0,0,0,0,0
2608,2023-02-20,2,Mineral Water 1L,Water,North India,E-Commerce,Medium Discount (20%),20,1800.0,2955,20.0,59100.0,14775.0,1155.0,14099.91,1
2609,2023-02-27,2,Mineral Water 1L,Water,North India,E-Commerce,No Promotion,0,1768.1,1768,25.0,44200.0,0,0,0,0
2610,2023-03-06,3,Mineral Water 1L,Water,North India,E-Commerce,No Promotion,0,1513.3,1513,25.0,37825.0,0,0,0,0
2611,2023-03-13,3,Mineral Water 1L,Water,North India,E-Commerce,No Promotion,0,1636.4,1636,25.0,40900.0,0,0,0,0
2612,2023-03-20,3,Mineral Water 1L,Water,North India,E-Commerce,No Promotion,0,1696.5,1696,25.0,42400.0,0,0,0,0
2613,2023-03-27,3,Mineral Water 1L,Water,North India,E-Commerce,Light Discount (10%),10,2008.8,2555,22.5,57487.5,6387.5,546.24,7268.51,1
2614,2023-04-03,4,Mineral Water 1L,Water,North India,E-Commerce,No Promotion,0,1720.7,1720,25.0,43000.0,0,0,0,0
2615,2023-04-10,4,Mineral Water 1L,Water,North India,E-Commerce,No Promotion,0,1589.6,1589,25.0,39725.0,0,0,0,0
2616,2023-04-17,4,Mineral Water 1L,Water,North India,E-Commerce,No Promotion,0,1803.5,1803,25.0,45075.0,0,0,0,0
2617,2023-04-24,4,Mineral Water 1L,Water,North India,E-Commerce,No Promotion,0,1907.0,1907,25.0,47675.0,0,0,0,0
2618,2023-05-01,5,Mineral Water 1L,Water,North India,E-Commerce,No Promotion,0,2097.0,2097,25.0,52425.0,0,0,0,0
2619,2023-05-08,5,Mineral Water 1L,Water,North India,E-Commerce,No Promotion,0,2199.8,2199,25.0,54975.0,0,0,0,0
2620,2023-05-15,5,Mineral Water 1L,Water,North India,E-Commerce,No Promotion,0,1957.5,1957,25.0,48925.0,0,0,0,0
2621,2023-05-22,5,Mineral Water 1L,Water,North India,E-Commerce,No Promotion,0,1691.0,1690,25.0,42250.0,0,0,0,0
2622,2023-05-29,5,Mineral Water 1L,Water,North India,E-Commerce,No Promotion,0,2113.2,2113,25.0,52825.0,0,0,0,0
2623,2023-06-05,6,Mineral Water 1L,Water,North India,E-Commerce,Medium Discount (20%),20,2375.4,3408,20.0,68160.0,17040.0,1032.62,8775.52,1
2624,2023-06-12,6,Mineral Water 1L,Water,North India,E-Commerce,No Promotion,0,2016.0,2015,25.0,50375.0,0,0,0,0
2625,2023-06-19,6,Mineral Water 1L,Water,North India,E-Commerce,Medium Discount (20%),20,2035.1,2931,20.0,58620.0,14655.0,895.93,7743.3,1
2626,2023-06-26,6,Mineral Water 1L,Water,North India,E-Commerce,No Promotion,0,2246.9,2246,25.0,56150.0,0,0,0,0
2627,2023-07-03,7,Mineral Water 1L,Water,North India,E-Commerce,No Promotion,0,2381.3,2381,25.0,59525.0,0,0,0,0
2628,2023-07-10,7,Mineral Water 1L,Water,North India,E-Commerce,No Promotion,0,1929.9,1929,25.0,48225.0,0,0,0,0
2629,2023-07-17,7,Mineral Water 1L,Water,North India,E-Commerce,No Promotion,0,1882.5,1882,25.0,47050.0,0,0,0,0
2630,2023-07-24,7,Mineral Water 1L,Water,North India,E-Commerce,No Promotion,0,2189.5,2189,25.0,54725.0,0,0,0,0
2631,2023-07-31,7,Mineral Water 1L,Water,North India,E-Commerce,No Promotion,0,2471.7,2471,25.0,61775.0,0,0,0,0
2632,2023-08-07,8,Mineral Water 1L,Water,North India,E-Commerce,Medium Discount (20%),20,2274.8,3261,20.0,65220.0,16305.0,986.21,8350.28,1
